booking_id,booking_date,status,channel,total_price,base_fare,taxes_fees,ancillary_revenue,customer_id,full_name,gender,customer_city,flight_id,flight_date,season,origin_city,destination_city,route_type
2959,2025-03-31,Completed,Web,232.30,158.49,32.74,41.07,115,Jack White,Male,Manchester,249,2025-09-06,Autumn,Birmingham,Leeds,Domestic
2960,2025-12-29,Completed,Web,177.84,118.31,32.42,27.11,109,Ava Jones,Female,Newquay,569,2025-06-22,Summer,London,Jersey,Domestic
2961,2025-02-03,Completed,Web,210.09,175.88,10.96,23.25,15,Ava White,Male,Inverness,290,2025-10-17,Autumn,Edinburgh,Manchester,Domestic
2962,2025-06-08,Completed,Web,143.06,76.35,33.20,33.51,98,Taylor Smith,Female,Jersey,258,2025-09-15,Autumn,Edinburgh,Manchester,Domestic
2963,2025-12-02,Completed,Web,102.69,72.76,10.53,19.40,27,Theo Davies,Female,Edinburgh,380,2026-01-15,Winter,London,Glasgow,Domestic
2964,2025-07-04,Completed,Web,175.52,138.94,23.67,12.91,55,Cameron Wilson,Other,Birmingham,187,2025-07-06,Summer,Manchester,Newquay,Domestic
2965,2025-09-22,Completed,App,248.44,182.01,26.41,40.02,64,Leo Taylor,Other,London,185,2025-07-04,Summer,London,Newquay,Domestic
2966,2025-10-14,Completed,Web,257.65,199.15,31.82,26.68,118,Ella Adams,Other,Glasgow,119,2025-04-29,Spring,Leeds,Bristol,Domestic
2967,2025-09-26,Completed,Web,235.23,192.99,18.98,23.26,59,Sophia Thompson,Male,Aberdeen,428,2025-02-01,Winter,London,Edinburgh,Domestic
2968,2025-12-03,Completed,Web,192.36,139.26,15.49,37.61,27,Theo Davies,Female,Edinburgh,780,2026-01-19,Winter,Edinburgh,Aberdeen,Domestic
2969,2025-10-29,Cancelled,Agent,217.31,197.50,14.47,5.34,71,Jordan Wilson,Other,Inverness,525,2025-05-09,Spring,Birmingham,Leeds,Domestic
2970,2025-02-20,Completed,Web,113.60,86.57,25.29,1.74,36,Morgan Adams,Female,Bristol,456,2025-03-01,Spring,Leeds,Bristol,Domestic
2971,2025-04-18,Completed,Web,171.98,112.79,32.80,26.39,7,Jack Hall,Other,Bristol,416,2025-01-20,Winter,London,Manchester,Domestic
2972,2025-09-16,Completed,Web,135.92,98.34,33.31,4.27,107,Mia Smith,Female,Manchester,17,2025-01-17,Winter,London,Edinburgh,Domestic
2973,2025-01-16,Completed,App,146.79,83.28,30.97,32.54,50,Lily King,Female,Glasgow,692,2025-10-23,Autumn,Edinburgh,Manchester,Domestic
2974,2025-09-03,Cancelled,App,146.29,103.00,34.77,8.52,79,Grace Cooper,Female,Jersey,397,2025-01-01,Winter,Edinburgh,Manchester,Domestic
2975,2025-11-21,Completed,App,152.49,112.18,17.99,22.32,78,Emily Jones,Female,Aberdeen,792,2026-01-31,Winter,Edinburgh,Manchester,Domestic
2976,2026-01-24,Completed,Web,179.09,124.38,11.69,43.02,10,Chloe Davies,Male,Newquay,248,2025-09-05,Autumn,Birmingham,Leeds,Domestic
2977,2025-04-28,Completed,Web,160.35,109.31,27.76,23.28,99,Jordan Green,Female,Newcastle,588,2025-07-11,Summer,Birmingham,Newquay,Domestic
2978,2025-09-22,Completed,Web,206.07,153.45,23.72,28.90,16,Chris Adams,Other,Edinburgh,640,2025-09-01,Autumn,Edinburgh,Manchester,Domestic
2979,2025-02-02,Completed,Web,128.49,73.36,24.06,31.07,71,Jordan Wilson,Other,Inverness,486,2025-03-31,Spring,London,Manchester,Domestic
2980,2025-03-08,Completed,App,147.20,120.36,19.44,7.40,96,Olivia Taylor,Male,Bristol,15,2025-01-15,Winter,Edinburgh,Manchester,Domestic
2981,2026-01-16,Completed,App,146.32,107.36,21.55,17.41,74,Mia Walker,Female,Jersey,374,2026-01-09,Winter,Bristol,Edinburgh,Domestic
2982,2025-03-31,Completed,App,157.14,111.93,17.31,27.90,86,Casey Hall,Other,Birmingham,472,2025-03-17,Spring,Leeds,Bristol,Domestic
2983,2025-08-31,Completed,Web,116.34,86.24,10.32,19.78,10,Chloe Davies,Male,Newquay,114,2025-04-24,Spring,London,Bristol,Domestic
2984,2025-02-28,Completed,App,154.09,99.78,15.30,39.01,114,Theo Hall,Male,Leeds,764,2026-01-03,Winter,London,Manchester,Domestic
2985,2025-08-11,Completed,App,151.89,123.31,16.27,12.31,66,Alex Scott,Other,Manchester,292,2025-10-19,Autumn,London,Birmingham,Domestic
2986,2025-03-21,Completed,Web,212.79,145.43,33.79,33.57,78,Emily Jones,Female,Aberdeen,205,2025-07-24,Summer,London,Newquay,Domestic
2987,2025-10-09,Completed,Web,215.43,174.82,24.65,15.96,75,Sophia Patel,Female,London,137,2025-05-17,Spring,London,Bristol,Domestic
2988,2025-04-09,Completed,Web,195.57,128.43,27.98,39.16,56,Jacob Patel,Male,Belfast,642,2025-09-03,Autumn,Edinburgh,Manchester,Domestic
2989,2026-01-15,Completed,App,179.83,121.60,17.21,41.02,50,Lily King,Female,Glasgow,166,2025-06-15,Summer,Manchester,Newquay,Domestic
2990,2025-01-03,Completed,App,193.01,128.68,23.58,40.75,117,Harry Brown,Female,Edinburgh,193,2025-07-12,Summer,London,Newquay,Domestic
2991,2025-09-12,Cancelled,Web,170.20,128.65,26.94,14.61,45,Leo Wilson,Other,Jersey,411,2025-01-15,Winter,Edinburgh,Manchester,Domestic
2992,2025-07-31,Completed,Web,141.97,85.47,13.20,43.30,50,Lily King,Female,Glasgow,421,2025-01-25,Winter,London,Glasgow,Domestic
2993,2025-02-26,Completed,Web,168.16,106.52,24.86,36.78,12,Harry Scott,Female,Newcastle,169,2025-06-18,Summer,Manchester,Newquay,Domestic
2994,2025-02-03,Cancelled,Web,188.01,125.55,32.45,30.01,107,Mia Smith,Female,Manchester,490,2025-04-04,Spring,Birmingham,Leeds,Domestic
2995,2026-01-18,Completed,Web,200.95,139.19,24.31,37.45,38,James Taylor,Female,Jersey,374,2026-01-09,Winter,Bristol,Edinburgh,Domestic
2996,2025-05-10,Completed,App,158.54,127.22,17.99,13.33,98,Taylor Smith,Female,Jersey,780,2026-01-19,Winter,Edinburgh,Aberdeen,Domestic
2997,2025-03-27,Cancelled,App,133.23,105.06,21.32,6.85,119,Alex King,Female,Jersey,678,2025-10-09,Autumn,London,Newcastle,Domestic
2998,2025-12-07,Completed,App,161.18,112.51,31.13,17.54,82,Ethan Davies,Other,Jersey,710,2025-11-10,Autumn,Birmingham,Leeds,Domestic
2999,2025-03-29,Cancelled,Web,255.39,207.80,17.36,30.23,2,Jacob Davies,Female,Newcastle,639,2025-08-31,Summer,Birmingham,Newquay,Domestic
3000,2025-07-23,Completed,Web,195.15,166.39,12.39,16.37,118,Ella Adams,Other,Glasgow,260,2025-09-17,Autumn,London,Manchester,Domestic
3001,2025-09-28,Completed,Web,111.51,75.09,17.64,18.78,6,Taylor Baker,Male,Birmingham,728,2025-11-28,Autumn,London,Glasgow,Domestic
3002,2025-12-24,Completed,Web,237.77,201.62,21.85,14.30,43,Ethan Cooper,Male,Leeds,67,2025-03-08,Spring,London,Bristol,Domestic
3003,2025-04-27,Completed,Web,196.38,172.55,15.56,8.27,7,Jack Hall,Other,Bristol,254,2025-09-11,Autumn,London,Birmingham,Domestic
3004,2025-12-11,Completed,Web,217.15,147.07,29.65,40.43,118,Ella Adams,Other,Glasgow,402,2025-01-06,Winter,Belfast,Glasgow,Domestic
3005,2025-07-28,Completed,Web,180.30,154.42,22.24,3.64,32,Oliver White,Male,Glasgow,767,2026-01-06,Winter,Bristol,Edinburgh,Domestic
3006,2025-07-02,Completed,Web,248.38,205.16,22.42,20.80,77,Ava King,Female,Manchester,407,2025-01-11,Winter,London,Glasgow,Domestic
3007,2025-03-13,Completed,App,150.70,79.26,31.23,40.21,87,Ella Adams,Female,Leeds,424,2025-01-28,Winter,Belfast,Glasgow,Domestic
3008,2025-03-05,Completed,Web,142.26,102.75,31.39,8.12,53,Sam Taylor,Male,London,66,2025-03-07,Spring,London,Manchester,Domestic
3009,2025-04-24,Completed,App,196.79,143.36,20.15,33.28,47,Liam Wilson,Male,Glasgow,323,2025-11-19,Autumn,London,Manchester,Domestic
3010,2025-03-17,Completed,Web,195.42,143.93,14.37,37.12,114,Theo Hall,Male,Leeds,710,2025-11-10,Autumn,Birmingham,Leeds,Domestic
3011,2025-05-01,Completed,Web,164.03,103.45,21.42,39.16,7,Jack Hall,Other,Bristol,469,2025-03-14,Spring,Newcastle,Bristol,Domestic
3012,2025-07-03,Completed,App,165.61,118.31,14.07,33.23,37,Jamie Wright,Male,London,270,2025-09-27,Autumn,Edinburgh,Manchester,Domestic
3013,2025-04-19,Completed,Web,258.90,198.53,34.46,25.91,44,Sam Green,Female,Inverness,660,2025-09-21,Autumn,London,Manchester,Domestic
3014,2025-04-26,Completed,Web,123.84,83.28,21.00,19.56,3,Chris Baker,Female,Glasgow,140,2025-05-20,Spring,Newcastle,Bristol,Domestic
3015,2025-05-27,Cancelled,App,212.63,145.64,25.59,41.40,67,Theo Patel,Other,Leeds,61,2025-03-02,Spring,Newcastle,Bristol,Domestic
3016,2025-05-29,Completed,App,158.19,109.85,13.56,34.78,64,Leo Taylor,Other,London,531,2025-05-15,Spring,Bristol,Edinburgh,Domestic
3017,2025-07-29,Cancelled,Web,118.04,81.95,13.99,22.10,77,Ava King,Female,Manchester,91,2025-04-01,Spring,London,Manchester,Domestic
3018,2025-12-14,Completed,Web,127.72,91.69,16.17,19.86,10,Chloe Davies,Male,Newquay,101,2025-04-11,Spring,London,Bristol,Domestic
3019,2025-06-28,Completed,Web,146.81,135.70,10.56,0.55,94,Jacob Patel,Other,Aberdeen,700,2025-10-31,Autumn,London,Birmingham,Domestic
3020,2025-04-04,Completed,Web,158.34,98.82,19.17,40.35,30,Casey Brown,Female,Jersey,27,2025-01-27,Winter,London,Manchester,Domestic
3021,2025-07-04,Completed,Web,220.99,185.87,31.47,3.65,41,Ava Jones,Male,Newcastle,366,2026-01-01,Winter,Bristol,Edinburgh,Domestic
3022,2025-09-26,Completed,App,225.03,180.26,11.76,33.01,66,Alex Scott,Other,Manchester,437,2025-02-10,Winter,Glasgow,Inverness,Domestic
3023,2025-08-16,Completed,Web,143.33,122.34,14.31,6.68,3,Chris Baker,Female,Glasgow,611,2025-08-03,Summer,Birmingham,Newquay,Domestic
3024,2025-08-04,Completed,Web,191.91,148.23,27.92,15.76,29,Ella Cooper,Male,Inverness,489,2025-04-03,Spring,Edinburgh,Manchester,Domestic
3025,2025-09-24,Completed,App,160.37,134.70,16.18,9.49,116,Chloe Adams,Male,Inverness,416,2025-01-20,Winter,London,Manchester,Domestic
3026,2025-09-28,Completed,Web,198.79,182.22,12.01,4.56,6,Taylor Baker,Male,Birmingham,785,2026-01-24,Winter,London,Edinburgh,Domestic
3027,2025-02-10,Completed,Web,149.30,111.29,16.57,21.44,4,Riley Wilson,Male,Birmingham,531,2025-05-15,Spring,Bristol,Edinburgh,Domestic
3028,2025-04-15,Completed,Web,170.56,108.14,28.20,34.22,49,Morgan Williams,Other,Edinburgh,164,2025-06-13,Summer,Birmingham,Newquay,Domestic
3029,2025-08-31,Completed,Web,239.21,177.65,21.18,40.38,109,Ava Jones,Female,Newquay,786,2026-01-25,Winter,London,Glasgow,Domestic
3030,2025-05-03,Completed,Web,152.75,124.69,27.82,0.24,17,Emily Cooper,Male,Manchester,610,2025-08-02,Summer,London,Jersey,Domestic
3031,2026-01-04,Completed,App,135.62,103.46,29.65,2.51,69,Chris Adams,Female,London,596,2025-07-19,Summer,London,Jersey,Domestic
3032,2025-08-13,Completed,Web,165.61,104.13,34.87,26.61,13,Leo Cooper,Female,Aberdeen,10,2025-01-10,Winter,London,Edinburgh,Domestic
3033,2025-07-17,Cancelled,Web,129.98,112.05,12.56,5.37,6,Taylor Baker,Male,Birmingham,690,2025-10-21,Autumn,London,Newcastle,Domestic
3034,2025-01-19,Completed,App,232.17,198.07,28.25,5.85,64,Leo Taylor,Other,London,583,2025-07-06,Summer,Manchester,Jersey,Domestic
3035,2025-10-27,Completed,Web,168.93,154.08,11.69,3.16,43,Ethan Cooper,Male,Leeds,430,2025-02-03,Winter,London,Manchester,Domestic
3036,2025-09-26,Completed,Web,121.84,83.55,34.08,4.21,65,Morgan Wright,Male,Jersey,88,2025-03-29,Spring,Leeds,Bristol,Domestic
3037,2025-02-09,Completed,Web,243.59,209.04,16.51,18.04,52,Liam Adams,Female,Jersey,567,2025-06-20,Summer,Birmingham,Newquay,Domestic
3038,2025-02-27,Completed,Web,246.73,209.68,12.43,24.62,119,Alex King,Female,Jersey,769,2026-01-08,Winter,London,Glasgow,Domestic
3039,2025-04-08,Completed,Web,228.18,197.89,13.56,16.73,37,Jamie Wright,Male,London,346,2025-12-12,Winter,Edinburgh,Manchester,Domestic
3040,2025-08-02,Completed,App,182.18,146.85,13.56,21.77,92,Alex Brown,Male,Newquay,616,2025-08-08,Summer,London,Jersey,Domestic
3041,2025-12-04,Completed,Web,275.25,205.38,34.45,35.42,53,Sam Taylor,Male,London,427,2025-01-31,Winter,Bristol,Edinburgh,Domestic
3042,2026-01-20,Completed,Web,155.45,128.15,10.42,16.88,55,Cameron Wilson,Other,Birmingham,489,2025-04-03,Spring,Edinburgh,Manchester,Domestic
3043,2025-09-14,Completed,Web,194.79,154.76,18.67,21.36,104,Harry Adams,Female,Bristol,288,2025-10-15,Autumn,Birmingham,Leeds,Domestic
3044,2025-08-26,Completed,Web,132.76,88.92,12.90,30.94,23,Oliver Davies,Female,Bristol,385,2026-01-20,Winter,Edinburgh,Manchester,Domestic
3045,2025-10-03,Completed,App,194.22,138.21,15.79,40.22,35,Noah Adams,Female,Jersey,222,2025-08-10,Summer,London,Newquay,Domestic
3046,2025-11-11,Completed,Web,170.09,117.53,20.74,31.82,74,Mia Walker,Female,Jersey,741,2025-12-11,Winter,Edinburgh,Aberdeen,Domestic
3047,2025-06-28,Completed,Web,152.16,90.23,26.98,34.95,26,Alex Baker,Female,London,559,2025-06-12,Summer,London,Newquay,Domestic
3048,2025-09-21,Completed,App,197.71,175.62,11.13,10.96,106,Liam Hall,Male,Glasgow,616,2025-08-08,Summer,London,Jersey,Domestic
3049,2025-09-06,Completed,Web,192.89,161.81,16.55,14.53,65,Morgan Wright,Male,Jersey,622,2025-08-14,Summer,Manchester,Jersey,Domestic
3050,2025-10-03,Completed,App,171.94,118.35,18.62,34.97,118,Ella Adams,Other,Glasgow,152,2025-06-01,Summer,Birmingham,Newquay,Domestic
3051,2025-04-17,Completed,App,245.38,174.65,32.47,38.26,92,Alex Brown,Male,Newquay,678,2025-10-09,Autumn,London,Newcastle,Domestic
3052,2025-11-19,Completed,Web,245.36,196.64,19.69,29.03,85,Morgan Patel,Male,Leeds,85,2025-03-26,Spring,Newcastle,Bristol,Domestic
3053,2025-06-13,Completed,Web,179.22,145.41,22.64,11.17,51,Noah Green,Female,Newcastle,730,2025-11-30,Autumn,London,Bristol,Domestic
3054,2025-07-04,Completed,App,232.65,203.49,26.51,2.65,113,Chloe White,Other,Inverness,114,2025-04-24,Spring,London,Bristol,Domestic
3055,2026-01-13,Completed,Web,128.35,88.88,10.28,29.19,21,Chloe Davies,Other,Aberdeen,768,2026-01-07,Winter,Edinburgh,Manchester,Domestic
3056,2025-05-26,Completed,Web,201.09,148.62,32.91,19.56,112,Isla Walker,Other,Newcastle,282,2025-10-09,Autumn,Birmingham,Leeds,Domestic
3057,2025-09-04,Cancelled,Agent,134.72,91.39,12.42,30.91,106,Liam Hall,Male,Glasgow,621,2025-08-13,Summer,Manchester,Newquay,Domestic
3058,2025-10-13,Completed,Agent,175.27,118.64,17.46,39.17,34,Emily Cooper,Male,Jersey,140,2025-05-20,Spring,Newcastle,Bristol,Domestic
3059,2025-11-03,Completed,App,243.88,203.90,30.31,9.67,113,Chloe White,Other,Inverness,430,2025-02-03,Winter,London,Manchester,Domestic
3060,2025-07-20,Completed,App,209.95,171.72,34.52,3.71,14,Casey Baker,Other,Newquay,356,2025-12-22,Winter,London,Birmingham,Domestic
3061,2025-01-17,Completed,Web,176.29,138.00,20.31,17.98,110,Olivia Wright,Other,Belfast,254,2025-09-11,Autumn,London,Birmingham,Domestic
3062,2025-12-23,Completed,Web,160.21,113.47,19.90,26.84,48,Morgan Adams,Other,Leeds,779,2026-01-18,Winter,London,Manchester,Domestic
3063,2025-06-29,Completed,Web,117.71,76.69,32.57,8.45,51,Noah Green,Female,Newcastle,355,2025-12-21,Winter,Edinburgh,Manchester,Domestic
3064,2025-06-07,Completed,Web,158.40,139.49,13.37,5.54,42,Jacob Hall,Other,Belfast,772,2026-01-11,Winter,London,Manchester,Domestic
3065,2025-04-15,Completed,Web,256.99,186.44,33.78,36.77,113,Chloe White,Other,Inverness,336,2025-12-02,Winter,Bristol,Edinburgh,Domestic
3066,2025-08-24,Completed,Agent,189.90,114.90,32.18,42.82,46,James Davies,Female,Newquay,426,2025-01-30,Winter,Edinburgh,Aberdeen,Domestic
3067,2025-12-27,Completed,Web,255.68,195.06,26.22,34.40,16,Chris Adams,Other,Edinburgh,671,2025-10-02,Autumn,Leeds,Bristol,Domestic
3068,2025-07-06,Completed,Web,228.30,192.89,18.74,16.67,29,Ella Cooper,Male,Inverness,346,2025-12-12,Winter,Edinburgh,Manchester,Domestic
3069,2025-02-17,Completed,App,129.63,90.40,31.41,7.82,13,Leo Cooper,Female,Aberdeen,107,2025-04-17,Spring,London,Bristol,Domestic
3070,2025-01-06,Completed,App,214.41,175.01,11.78,27.62,2,Jacob Davies,Female,Newcastle,601,2025-07-24,Summer,London,Newquay,Domestic
3071,2025-08-13,Completed,Web,257.45,207.22,18.04,32.19,25,Lily Brown,Female,Jersey,743,2025-12-13,Winter,London,Edinburgh,Domestic
3072,2025-11-28,Completed,Web,145.90,110.02,16.48,19.40,70,Theo Jones,Female,Aberdeen,113,2025-04-23,Spring,London,Manchester,Domestic
3073,2025-07-22,Cancelled,Web,108.46,85.57,10.87,12.02,97,Morgan Taylor,Male,Glasgow,161,2025-06-10,Summer,Manchester,Newquay,Domestic
3074,2025-07-19,Completed,App,146.19,96.86,33.06,16.27,85,Morgan Patel,Male,Leeds,783,2026-01-22,Winter,London,Edinburgh,Domestic
3075,2025-11-28,Completed,App,116.83,86.48,20.70,9.65,70,Theo Jones,Female,Aberdeen,778,2026-01-17,Winter,Edinburgh,Aberdeen,Domestic
3076,2025-01-16,Completed,Web,165.69,122.94,20.66,22.09,48,Morgan Adams,Other,Leeds,752,2025-12-22,Winter,London,Edinburgh,Domestic
3077,2025-07-01,Completed,Web,246.35,199.33,14.04,32.98,7,Jack Hall,Other,Bristol,55,2025-02-24,Winter,London,Edinburgh,Domestic
3078,2025-06-29,Completed,App,222.44,171.28,31.28,19.88,28,Ava Cooper,Other,Bristol,429,2025-02-02,Winter,London,Edinburgh,Domestic
3079,2025-03-03,Completed,App,195.23,153.69,34.73,6.81,82,Ethan Davies,Other,Jersey,200,2025-07-19,Summer,Birmingham,Newquay,Domestic
3080,2025-04-25,Completed,Web,131.99,84.02,34.00,13.97,57,Harry Green,Other,Newquay,457,2025-03-02,Spring,Bristol,Edinburgh,Domestic
3081,2025-06-17,Completed,App,223.75,205.64,15.16,2.95,104,Harry Adams,Female,Bristol,654,2025-09-15,Autumn,London,Manchester,Domestic
3082,2025-12-13,Completed,App,117.25,78.75,21.65,16.85,50,Lily King,Female,Glasgow,503,2025-04-17,Spring,Birmingham,Leeds,Domestic
3083,2025-06-08,Completed,Web,169.30,139.76,21.12,8.42,8,Ethan Davies,Female,Birmingham,218,2025-08-06,Summer,London,Newquay,Domestic
3084,2025-01-11,Completed,App,167.72,118.90,18.06,30.76,41,Ava Jones,Male,Newcastle,439,2025-02-12,Winter,London,Glasgow,Domestic
3085,2025-10-12,Completed,Web,242.67,202.14,25.58,14.95,25,Lily Brown,Female,Jersey,38,2025-02-07,Winter,Edinburgh,Manchester,Domestic
3086,2025-02-14,Completed,Web,153.30,99.08,17.90,36.32,32,Oliver White,Male,Glasgow,407,2025-01-11,Winter,London,Glasgow,Domestic
3087,2025-05-11,Completed,Web,146.92,76.53,29.60,40.79,5,Chris Taylor,Male,Jersey,682,2025-10-13,Autumn,London,Glasgow,Domestic
3088,2025-07-22,Completed,Web,235.84,197.87,13.59,24.38,87,Ella Adams,Female,Leeds,117,2025-04-27,Spring,London,Manchester,Domestic
3089,2025-01-07,Completed,Web,196.60,129.62,25.60,41.38,100,Liam Smith,Female,Jersey,787,2026-01-26,Winter,Belfast,Glasgow,Domestic
3090,2025-07-18,Completed,Web,145.04,103.65,19.77,21.62,50,Lily King,Female,Glasgow,710,2025-11-10,Autumn,Birmingham,Leeds,Domestic
3091,2025-05-24,Completed,App,259.96,206.45,17.25,36.26,90,Sophia Green,Female,London,91,2025-04-01,Spring,London,Manchester,Domestic
3092,2025-01-04,Completed,Web,149.62,102.29,15.70,31.63,94,Jacob Patel,Other,Aberdeen,570,2025-06-23,Summer,London,Newquay,Domestic
3093,2025-11-29,Completed,Web,159.87,139.42,15.51,4.94,5,Chris Taylor,Male,Jersey,191,2025-07-10,Summer,Birmingham,Newquay,Domestic
3094,2025-12-01,Completed,App,137.75,72.91,25.34,39.50,98,Taylor Smith,Female,Jersey,98,2025-04-08,Spring,London,Manchester,Domestic
3095,2025-11-21,Completed,Web,169.77,115.50,23.41,30.86,86,Casey Hall,Other,Birmingham,386,2026-01-21,Winter,London,Manchester,Domestic
3096,2025-01-05,Completed,App,159.40,95.40,22.70,41.30,68,Leo Williams,Other,Glasgow,264,2025-09-21,Autumn,Edinburgh,Manchester,Domestic
3097,2025-05-23,Completed,App,195.39,132.20,26.62,36.57,19,Ella Walker,Female,London,127,2025-05-07,Spring,Leeds,Bristol,Domestic
3098,2025-10-04,Completed,App,156.26,95.06,29.27,31.93,114,Theo Hall,Male,Leeds,338,2025-12-04,Winter,London,Edinburgh,Domestic
3099,2025-03-12,Completed,Web,210.71,172.62,10.06,28.03,29,Ella Cooper,Male,Inverness,127,2025-05-07,Spring,Leeds,Bristol,Domestic
3100,2025-08-09,Completed,Web,257.01,205.91,16.34,34.76,24,Ella Davies,Male,Jersey,757,2025-12-27,Winter,London,Edinburgh,Domestic
3101,2025-06-19,Completed,Web,167.94,123.41,33.65,10.88,73,Ella Wilson,Male,Newquay,649,2025-09-10,Autumn,London,Bristol,Domestic
3102,2025-01-03,Completed,Web,191.82,158.54,24.41,8.87,73,Ella Wilson,Male,Newquay,446,2025-02-19,Winter,Bristol,Edinburgh,Domestic
3103,2025-06-13,Completed,Web,158.10,108.52,20.99,28.59,67,Theo Patel,Other,Leeds,172,2025-06-21,Summer,Manchester,Newquay,Domestic
3104,2025-11-08,Completed,Web,169.02,128.94,32.53,7.55,8,Ethan Davies,Female,Birmingham,571,2025-06-24,Summer,Manchester,Jersey,Domestic
3105,2025-07-16,Completed,App,205.72,159.84,24.67,21.21,103,Ava Johnson,Other,Manchester,129,2025-05-09,Spring,Newcastle,Bristol,Domestic
3106,2025-11-11,Completed,App,216.18,142.82,32.95,40.41,61,James Johnson,Female,Aberdeen,220,2025-08-08,Summer,London,Newquay,Domestic
3107,2026-01-06,Completed,Web,175.68,112.13,22.43,41.12,53,Sam Taylor,Male,London,86,2025-03-27,Spring,Edinburgh,Manchester,Domestic
3108,2025-04-20,Completed,Web,127.61,73.00,10.50,44.11,77,Ava King,Female,Manchester,126,2025-05-06,Spring,Leeds,Bristol,Domestic
3109,2025-09-06,Cancelled,Web,209.47,169.61,25.90,13.96,98,Taylor Smith,Female,Jersey,47,2025-02-16,Winter,London,Birmingham,Domestic
3110,2025-03-18,Completed,Web,183.66,148.19,25.14,10.33,97,Morgan Taylor,Male,Glasgow,276,2025-10-03,Autumn,London,Birmingham,Domestic
3111,2025-07-22,Completed,App,169.38,113.48,20.54,35.36,6,Taylor Baker,Male,Birmingham,786,2026-01-25,Winter,London,Glasgow,Domestic
3112,2025-10-08,Completed,App,112.95,75.37,17.32,20.26,68,Leo Williams,Other,Glasgow,526,2025-05-10,Spring,Birmingham,Leeds,Domestic
3113,2025-04-19,Completed,Web,195.52,144.35,28.11,23.06,17,Emily Cooper,Male,Manchester,8,2025-01-08,Winter,Belfast,Glasgow,Domestic
3114,2025-11-30,Completed,Web,193.03,146.74,31.40,14.89,117,Harry Brown,Female,Edinburgh,267,2025-09-24,Autumn,London,Manchester,Domestic
3115,2025-08-23,Completed,Web,128.28,105.70,10.43,12.15,64,Leo Taylor,Other,London,459,2025-03-04,Spring,Newcastle,Bristol,Domestic
3116,2025-06-09,Completed,App,135.33,106.00,11.18,18.15,17,Emily Cooper,Male,Manchester,692,2025-10-23,Autumn,Edinburgh,Manchester,Domestic
3117,2025-06-23,Completed,Web,124.08,80.61,10.61,32.86,109,Ava Jones,Female,Newquay,679,2025-10-10,Autumn,Birmingham,Leeds,Domestic
3118,2025-10-22,Completed,App,137.61,94.95,12.22,30.44,69,Chris Adams,Female,London,371,2026-01-06,Winter,Bristol,Edinburgh,Domestic
3119,2025-01-16,Completed,Web,142.96,89.35,21.12,32.49,70,Theo Jones,Female,Aberdeen,47,2025-02-16,Winter,London,Birmingham,Domestic
3120,2025-12-15,Completed,Web,163.16,100.22,32.12,30.82,23,Oliver Davies,Female,Bristol,695,2025-10-26,Autumn,Leeds,Bristol,Domestic
3121,2025-07-15,Completed,Web,206.42,165.29,13.08,28.05,22,Noah Taylor,Female,Bristol,58,2025-02-27,Winter,London,Glasgow,Domestic
3122,2025-11-15,Completed,Web,197.77,137.46,17.92,42.39,4,Riley Wilson,Male,Birmingham,173,2025-06-22,Summer,Manchester,Newquay,Domestic
3123,2025-03-19,Completed,App,259.48,207.55,30.68,21.25,100,Liam Smith,Female,Jersey,637,2025-08-29,Summer,Birmingham,Newquay,Domestic
3124,2025-08-14,Completed,Web,113.46,76.76,21.85,14.85,61,James Johnson,Female,Aberdeen,149,2025-05-29,Spring,Edinburgh,Manchester,Domestic
3125,2025-07-05,Completed,Web,208.34,158.46,29.43,20.45,33,Alex Thompson,Female,Glasgow,282,2025-10-09,Autumn,Birmingham,Leeds,Domestic
3126,2026-01-02,Completed,App,186.13,163.08,17.69,5.36,7,Jack Hall,Other,Bristol,444,2025-02-17,Winter,Belfast,Glasgow,Domestic
3127,2025-02-04,Completed,Web,194.76,179.57,13.43,1.76,46,James Davies,Female,Newquay,485,2025-03-30,Spring,London,Manchester,Domestic
3128,2025-04-20,Completed,Web,217.34,177.08,34.00,6.26,105,Sophia Williams,Male,Belfast,257,2025-09-14,Autumn,Birmingham,Leeds,Domestic
3129,2025-11-29,Cancelled,App,201.73,169.72,11.89,20.12,13,Leo Cooper,Female,Aberdeen,678,2025-10-09,Autumn,London,Newcastle,Domestic
3130,2025-03-21,Completed,App,167.90,135.58,10.88,21.44,52,Liam Adams,Female,Jersey,671,2025-10-02,Autumn,Leeds,Bristol,Domestic
3131,2025-05-01,Completed,App,171.07,142.99,24.81,3.27,83,Sophia King,Other,Newquay,356,2025-12-22,Winter,London,Birmingham,Domestic
3132,2026-01-12,Completed,Web,214.83,184.98,20.18,9.67,60,Theo Green,Male,Leeds,517,2025-05-01,Spring,Leeds,Bristol,Domestic
3133,2025-01-16,Completed,Web,147.55,133.03,14.39,0.13,11,Leo Baker,Other,Newquay,774,2026-01-13,Winter,Edinburgh,Aberdeen,Domestic
3134,2025-06-22,Completed,Web,192.09,126.42,32.65,33.02,56,Jacob Patel,Male,Belfast,120,2025-04-30,Spring,Edinburgh,Manchester,Domestic
3135,2025-11-03,Completed,App,148.70,106.75,20.08,21.87,27,Theo Davies,Female,Edinburgh,35,2025-02-04,Winter,Belfast,Glasgow,Domestic
